,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
2000,214,1711,4.0,983024254,Midnight in the Garden of Good and Evil,1997,Crime|Drama|Mystery,Patrick,Smith,17
2001,214,1912,3.0,998925869,Out of Sight,1998,Comedy|Crime|Drama|Romance|Thriller,Patrick,Smith,17
2002,214,2289,4.0,981198396,Player,1992,Comedy|Crime|Drama,Patrick,Smith,17
2003,214,2336,4.0,1081515346,Elizabeth,1998,Drama,Patrick,Smith,17
2004,214,2404,2.0,983030511,Rambo III,1988,Action|Adventure|Thriller|War,Patrick,Smith,17
2005,214,2671,2.0,983022827,Notting Hill,1999,Comedy|Romance,Patrick,Smith,17
2006,214,3362,4.0,1162667482,Dog Day Afternoon,1975,Crime|Drama,Patrick,Smith,17
2007,214,3418,4.0,981199161,Thelma & Louise,1991,Adventure|Crime|Drama,Patrick,Smith,17
2008,214,4349,4.0,1142971369,Catch-22,1970,Comedy|War,Patrick,Smith,17
2009,214,5791,4.0,1129662997,Frida,2002,Drama|Romance,Patrick,Smith,17
2010,214,5971,3.0,1155756065,My Neighbor Totoro (Tonari no Totoro),1988,Animation|Children|Drama|Fantasy,Patrick,Smith,17
2011,214,7419,3.0,1114976404,After Hours,1985,Comedy|Thriller,Patrick,Smith,17
2012,214,1298,3.0,983021736,Pink Floyd: The Wall,1982,Drama|Musical,Patrick,Smith,17
2013,214,1499,2.0,983030273,Anaconda,1997,Action|Adventure|Thriller,Patrick,Smith,17
2014,214,1717,3.0,983026970,Scream 2,1997,Comedy|Horror|Mystery|Thriller,Patrick,Smith,17
2015,214,2340,3.0,1150644278,Meet Joe Black,1998,Romance,Patrick,Smith,17
2016,214,2409,2.0,983028279,Rocky II,1979,Action|Drama,Patrick,Smith,17
2017,214,2411,2.0,983030161,Rocky IV,1985,Action|Drama,Patrick,Smith,17
2018,214,5881,3.0,1145223395,Solaris,2002,Drama|Romance|Sci-Fi,Patrick,Smith,17
2019,214,7325,4.0,1081516060,Starsky & Hutch,2004,Action|Comedy|Crime|Thriller,Patrick,Smith,17
2020,214,7090,2.0,1185717087,Hero (Ying xiong),2002,Action|Adventure|Drama,Patrick,Smith,17
2021,214,97,4.0,1177835688,Hate (Haine,1995,Crime|Drama,Patrick,Smith,17
2022,214,306,3.0,983017081,Three Colors: Red (Trois couleurs: Rouge),1994,Drama,Patrick,Smith,17
2023,214,475,3.0,983019356,In the Name of the Father,1993,Drama,Patrick,Smith,17
2024,214,665,4.0,981197330,Underground,1995,Comedy|Drama|War,Patrick,Smith,17
2025,214,1034,4.0,1138833589,Freeway,1996,Comedy|Crime|Drama|Thriller,Patrick,Smith,17
2026,214,1172,4.0,983017859,Cinema Paradiso (Nuovo cinema Paradiso),1989,Drama,Patrick,Smith,17
2027,214,1175,5.0,1104262747,Delicatessen,1991,Comedy|Drama|Romance,Patrick,Smith,17
2028,214,1211,4.0,1512913091,Wings of Desire (Himmel über Berlin,1987,Drama|Fantasy|Romance,Patrick,Smith,17
2029,214,1263,4.0,983018400,Deer Hunter,1978,Drama|War,Patrick,Smith,17
2030,214,1846,3.0,1136234702,Nil By Mouth,1997,Drama,Patrick,Smith,17
2031,214,2248,2.0,1162667377,Say Anything...,1989,Comedy|Drama|Romance,Patrick,Smith,17
2032,214,2337,4.0,1212312814,Velvet Goldmine,1998,Drama,Patrick,Smith,17
2033,214,3019,3.0,1145311577,Drugstore Cowboy,1989,Crime|Drama,Patrick,Smith,17
2034,214,6380,4.0,1131210994,Capturing the Friedmans,2003,Documentary,Patrick,Smith,17
2035,214,6953,4.0,1081515147,21 Grams,2003,Crime|Drama|Mystery|Romance|Thriller,Patrick,Smith,17
2036,214,52328,3.0,1186301465,Sunshine,2007,Adventure|Drama|Sci-Fi|Thriller,Patrick,Smith,17
2037,214,56145,4.0,1196367426,Mist,2007,Horror|Sci-Fi,Patrick,Smith,17
2038,214,57669,4.0,1208636789,In Bruges,2008,Comedy|Crime|Drama|Thriller,Patrick,Smith,17
2039,214,63072,4.0,1263661243,Road,2009,Adventure|Drama|Thriller,Patrick,Smith,17
2040,214,65642,3.0,1272899261,Timecrimes (Cronocrímenes,2007,Sci-Fi|Thriller,Patrick,Smith,17
2041,214,88744,3.0,1320700548,Rise of the Planet of the Apes,2011,Action|Drama|Sci-Fi|Thriller,Patrick,Smith,17
2042,214,96811,3.0,1423271167,End of Watch,2012,Crime|Drama|Thriller,Patrick,Smith,17
2043,214,96829,3.0,1350167291,Hunt,2012,Drama,Patrick,Smith,17
2044,214,101864,3.0,1382342378,Oblivion,2013,Action|Adventure|Sci-Fi|IMAX,Patrick,Smith,17
2045,214,104841,4.0,1388944205,Gravity,2013,Action|Sci-Fi|IMAX,Patrick,Smith,17
2046,214,113741,4.0,1516438163,Coherence,2013,Drama|Mystery|Sci-Fi|Thriller,Patrick,Smith,17
