,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
4500,239,5021,3.0,1008716508,Murder by Death,1976,Comedy|Crime|Mystery|Thriller,Jeremy,Smith,17
4501,239,5023,3.0,1008716508,Waterdance,1992,Drama,Jeremy,Smith,17
4502,239,5033,3.0,1011668807,Russia House,1990,Drama|Thriller,Jeremy,Smith,17
4503,239,5036,3.0,1011668807,California Suite,1978,Comedy,Jeremy,Smith,17
4504,239,5078,2.0,1011668908,Falling in Love,1984,Drama|Romance,Jeremy,Smith,17
4505,239,5081,3.0,1044825685,Birthday Girl,2001,Drama|Romance,Jeremy,Smith,17
4506,239,5090,3.0,1012428181,Hunchback of Notre Dame,1956,Drama,Jeremy,Smith,17
4507,239,5139,2.0,1013382828,Bad News Bears,1976,Comedy,Jeremy,Smith,17
4508,239,5161,2.0,1013987535,Intersection,1994,Drama|Romance,Jeremy,Smith,17
4509,239,5173,3.0,1014587503,Divorcing Jack,1998,Comedy|Thriller,Jeremy,Smith,17
4510,239,5213,2.0,1014587442,Oh,1980,Comedy,Jeremy,Smith,17
4511,239,5215,3.0,1014587442,Oh,1980,Comedy|Crime,Jeremy,Smith,17
4512,239,5226,3.0,1015198026,All the Right Moves,1983,Drama|Romance,Jeremy,Smith,17
4513,239,5246,2.0,1015198026,Smokey and the Bandit II,1980,Action|Comedy,Jeremy,Smith,17
4514,239,5275,2.0,1016401310,Boxcar Bertha,1972,Drama,Jeremy,Smith,17
4515,239,5277,3.0,1016401310,Evil That Men Do,1984,Action|Thriller,Jeremy,Smith,17
4516,239,5278,2.0,1020038192,Fraternity Vacation,1985,Comedy|Romance,Jeremy,Smith,17
4517,239,5279,3.0,1016401310,Impromptu,1991,Comedy|Romance,Jeremy,Smith,17
4518,239,5287,3.0,1017697752,After Dark,1990,Crime|Drama|Mystery,Jeremy,Smith,17
4519,239,5334,3.0,1019437407,Cadillac Man,1990,Comedy|Crime,Jeremy,Smith,17
4520,239,5335,3.0,1019437407,Coca-Cola Kid,1985,Comedy|Romance,Jeremy,Smith,17
4521,239,5338,3.0,1019437407,Full Moon in Blue Water,1988,Drama,Jeremy,Smith,17
4522,239,5343,3.0,1019437407,Temp,1993,Drama|Thriller,Jeremy,Smith,17
4523,239,5345,3.0,1019437407,Triumph of the Spirit,1989,Drama,Jeremy,Smith,17
4524,239,5353,3.0,1019437407,Butterflies Are Free,1972,Comedy|Drama,Jeremy,Smith,17
4525,239,5357,2.0,1019437407,Iron Will,1994,Adventure,Jeremy,Smith,17
4526,239,5358,2.0,1021416807,Mountains of the Moon,1990,Adventure,Jeremy,Smith,17
4527,239,5361,3.0,1019437407,White Fang,1991,Adventure,Jeremy,Smith,17
4528,239,5362,2.0,1019437407,White Fang 2: Myth of the White Wolf,1994,Adventure|Children,Jeremy,Smith,17
4529,239,5366,2.0,1020038113,Whore,1991,Drama,Jeremy,Smith,17
4530,239,5367,1.0,1032234516,My Beautiful Laundrette,1985,Drama|Romance,Jeremy,Smith,17
4531,239,5382,2.0,1021416775,Every Which Way But Loose,1978,Comedy,Jeremy,Smith,17
4532,239,5383,2.0,1021416775,Hound of the Baskervilles,1959,Crime|Horror|Mystery,Jeremy,Smith,17
4533,239,5411,2.0,1021863484,Summer Holiday,1963,Musical|Romance,Jeremy,Smith,17
4534,239,5428,2.0,1024876584,Cheech & Chong's The Corsican Brothers,1984,Comedy,Jeremy,Smith,17
4535,239,5453,3.0,1024876584,Lost in Yonkers,1993,Comedy|Drama,Jeremy,Smith,17
4536,239,5455,2.0,1024876584,Object of Beauty,1991,Comedy|Drama,Jeremy,Smith,17
4537,239,5521,2.0,1028605269,Principal,1987,Action|Crime|Drama,Jeremy,Smith,17
4538,239,5548,2.0,1029717962,Down and Out in Beverly Hills,1986,Comedy,Jeremy,Smith,17
4539,239,5553,3.0,1029717962,Stakeout,1987,Comedy|Crime|Romance|Thriller,Jeremy,Smith,17
4540,239,5555,2.0,1029717962,Wolfen,1981,Horror,Jeremy,Smith,17
4541,239,5561,3.0,1029717962,True Colors,1991,Drama,Jeremy,Smith,17
4542,239,5568,3.0,1030921920,Johnny Dangerously,1984,Comedy,Jeremy,Smith,17
4543,239,5589,3.0,1031529415,Indian Summer,1993,Comedy|Drama,Jeremy,Smith,17
4544,239,5600,2.0,1031529415,Wanderers,1979,Drama,Jeremy,Smith,17
4545,239,5601,2.0,1031529415,Yearling,1946,Children|Drama,Jeremy,Smith,17
4546,239,5606,2.0,1031529415,Society,1989,Horror|Mystery,Jeremy,Smith,17
4547,239,5641,2.0,1032840492,Moderns,1988,Drama,Jeremy,Smith,17
4548,239,5645,3.0,1032840492,Texasville,1990,Drama,Jeremy,Smith,17
4549,239,5657,3.0,1032840492,Flashback,1990,Action|Adventure|Comedy|Crime|Drama,Jeremy,Smith,17
4550,239,5689,3.0,1034030447,Billy Bathgate,1991,Crime|Drama,Jeremy,Smith,17
4551,239,5694,2.0,1034030447,Staying Alive,1983,Comedy|Drama|Musical,Jeremy,Smith,17
4552,239,5701,1.0,1034030447,Up the Academy,1980,Comedy,Jeremy,Smith,17
4553,239,5705,2.0,1034030395,Xanadu,1980,Fantasy|Musical|Romance,Jeremy,Smith,17
4554,239,5712,3.0,1034030395,Blow Out,1981,Mystery|Thriller,Jeremy,Smith,17
4555,239,5730,3.0,1034030395,Enter the Ninja (a.k.a. Ninja I),1981,Action|Drama,Jeremy,Smith,17
4556,239,5731,2.0,1034030395,Entity,1981,Horror,Jeremy,Smith,17
4557,239,5733,2.0,1034030395,Eyewitness (Janitor,1981,Thriller,Jeremy,Smith,17
4558,239,5752,2.0,1055204294,Gregory's Girl,1981,Comedy|Romance,Jeremy,Smith,17
4559,239,5768,3.0,1034030219,Modern Problems,1981,Comedy|Fantasy,Jeremy,Smith,17
4560,239,5780,3.0,1034030219,Polyester,1981,Comedy,Jeremy,Smith,17
4561,239,5797,3.0,1034545957,Company of Wolves,1984,Fantasy|Horror,Jeremy,Smith,17
4562,239,5827,3.0,1037058978,Young Americans,1993,Crime|Drama,Jeremy,Smith,17
4563,239,5843,2.0,1037058927,Toy Soldiers,1991,Action|Drama,Jeremy,Smith,17
4564,239,5845,2.0,1037058927,Pursuit of D.B. Cooper,1981,Adventure,Jeremy,Smith,17
4565,239,5915,3.0,1038189176,Victory (a.k.a. Escape to Victory),1981,Action|Drama|War,Jeremy,Smith,17
4566,239,5919,2.0,1038189176,Android,1982,Sci-Fi,Jeremy,Smith,17
4567,239,5926,2.0,1038189176,Best Friends,1982,Comedy|Drama|Romance,Jeremy,Smith,17
