,userId,movieId,rating,timestamp,title,year,genres,name,lastname,age
5000,277,586,1.5,1428191100,Home Alone,1990,Children|Comedy,Tobias,Smith,36
5001,277,587,3.0,1428191078,Ghost,1990,Comedy|Drama|Fantasy|Romance|Thriller,Tobias,Smith,36
5002,277,589,2.5,1428190987,Terminator 2: Judgment Day,1991,Action|Sci-Fi,Tobias,Smith,36
5003,277,590,3.0,1428191006,Dances with Wolves,1990,Adventure|Drama|Western,Tobias,Smith,36
5004,277,593,4.5,1427931803,Silence of the Lambs,1991,Crime|Horror|Thriller,Tobias,Smith,36
5005,277,597,2.5,1428631839,Pretty Woman,1990,Comedy|Romance,Tobias,Smith,36
5006,277,608,3.0,1428423358,Fargo,1996,Comedy|Crime|Drama|Thriller,Tobias,Smith,36
5007,277,648,2.0,1428191045,Mission: Impossible,1996,Action|Adventure|Mystery|Thriller,Tobias,Smith,36
5008,277,778,4.0,1428191169,Trainspotting,1996,Comedy|Crime|Drama,Tobias,Smith,36
5009,277,780,1.5,1428190998,Independence Day (a.k.a. ID4),1996,Action|Adventure|Sci-Fi|Thriller,Tobias,Smith,36
5010,277,832,2.0,1428191453,Ransom,1996,Crime|Thriller,Tobias,Smith,36
5011,277,858,4.0,1427931771,Godfather,1972,Crime|Drama,Tobias,Smith,36
5012,277,919,2.5,1428191183,Wizard of Oz,1939,Adventure|Children|Fantasy|Musical,Tobias,Smith,36
5013,277,924,4.0,1427935871,2001: A Space Odyssey,1968,Adventure|Drama|Sci-Fi,Tobias,Smith,36
5014,277,1036,3.0,1428191072,Die Hard,1988,Action|Crime|Thriller,Tobias,Smith,36
5015,277,1079,3.5,1428191296,Fish Called Wanda,1988,Comedy|Crime,Tobias,Smith,36
5016,277,1089,3.0,1428191121,Reservoir Dogs,1992,Crime|Mystery|Thriller,Tobias,Smith,36
5017,277,1090,3.0,1428191398,Platoon,1986,Drama|War,Tobias,Smith,36
5018,277,1092,3.0,1428191767,Basic Instinct,1992,Crime|Mystery|Thriller,Tobias,Smith,36
5019,277,1094,3.5,1428191668,Crying Game,1992,Drama|Romance|Thriller,Tobias,Smith,36
5020,277,1101,2.5,1428191251,Top Gun,1986,Action|Romance,Tobias,Smith,36
5021,277,1196,3.5,1428191008,Star Wars: Episode V - The Empire Strikes Back,1980,Action|Adventure|Sci-Fi,Tobias,Smith,36
5022,277,1198,3.0,1427936101,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1981,Action|Adventure,Tobias,Smith,36
5023,277,1200,3.5,1428191130,Aliens,1986,Action|Adventure|Horror|Sci-Fi,Tobias,Smith,36
5024,277,1203,4.5,1428191635,12 Angry Men,1957,Drama,Tobias,Smith,36
5025,277,1208,3.5,1428191199,Apocalypse Now,1979,Action|Drama|War,Tobias,Smith,36
5026,277,1214,3.5,1427935927,Alien,1979,Horror|Sci-Fi,Tobias,Smith,36
5027,277,1220,4.0,1427936155,Blues Brothers,1980,Action|Comedy|Musical,Tobias,Smith,36
5028,277,1222,3.0,1427935854,Full Metal Jacket,1987,Drama|War,Tobias,Smith,36
5029,277,1259,3.0,1428191263,Stand by Me,1986,Adventure|Drama,Tobias,Smith,36
5030,277,1265,4.5,1427933945,Groundhog Day,1993,Comedy|Fantasy|Romance,Tobias,Smith,36
5031,277,1270,2.5,1428191026,Back to the Future,1985,Adventure|Comedy|Sci-Fi,Tobias,Smith,36
5032,277,1275,2.5,1428191764,Highlander,1986,Action|Adventure|Fantasy,Tobias,Smith,36
5033,277,1291,3.0,1427936124,Indiana Jones and the Last Crusade,1989,Action|Adventure,Tobias,Smith,36
5034,277,1320,3.0,1428191528,Alien³ (a.k.a. Alien 3),1992,Action|Horror|Sci-Fi|Thriller,Tobias,Smith,36
5035,277,1370,2.5,1428191428,Die Hard 2,1990,Action|Adventure|Thriller,Tobias,Smith,36
5036,277,1391,2.5,1428190908,Mars Attacks!,1996,Action|Comedy|Sci-Fi,Tobias,Smith,36
5037,277,1485,2.0,1428191327,Liar Liar,1997,Comedy,Tobias,Smith,36
5038,277,1527,2.5,1428191107,Fifth Element,1997,Action|Adventure|Comedy|Sci-Fi,Tobias,Smith,36
5039,277,1584,3.0,1428191271,Contact,1997,Drama|Sci-Fi,Tobias,Smith,36
5040,277,1617,3.5,1428191091,L.A. Confidential,1997,Crime|Film-Noir|Mystery|Thriller,Tobias,Smith,36
5041,277,1625,4.0,1427935797,Game,1997,Drama|Mystery|Thriller,Tobias,Smith,36
5042,277,1690,3.5,1428191761,Alien: Resurrection,1997,Action|Horror|Sci-Fi,Tobias,Smith,36
5043,277,1704,3.5,1428191087,Good Will Hunting,1997,Drama|Romance,Tobias,Smith,36
5044,277,1732,3.0,1428423384,Big Lebowski,1998,Comedy|Crime,Tobias,Smith,36
5045,277,1961,3.0,1428191141,Rain Man,1988,Drama,Tobias,Smith,36
5046,277,2000,3.0,1428191333,Lethal Weapon,1987,Action|Comedy|Crime|Drama,Tobias,Smith,36
5047,277,2001,3.0,1428191533,Lethal Weapon 2,1989,Action|Comedy|Crime|Drama,Tobias,Smith,36
5048,277,2002,2.5,1428191951,Lethal Weapon 3,1992,Action|Comedy|Crime|Drama,Tobias,Smith,36
5049,277,2003,2.0,1428191755,Gremlins,1984,Comedy|Horror,Tobias,Smith,36
5050,277,2012,2.5,1428191277,Back to the Future Part III,1990,Adventure|Comedy|Sci-Fi|Western,Tobias,Smith,36
5051,277,2021,2.5,1428191941,Dune,1984,Adventure|Sci-Fi,Tobias,Smith,36
5052,277,2115,3.0,1427936160,Indiana Jones and the Temple of Doom,1984,Action|Adventure|Fantasy,Tobias,Smith,36
5053,277,2174,3.0,1428191278,Beetlejuice,1988,Comedy|Fantasy,Tobias,Smith,36
5054,277,2194,3.0,1428191418,Untouchables,1987,Action|Crime|Drama,Tobias,Smith,36
5055,277,2268,3.0,1428191421,Few Good Men,1992,Crime|Drama|Thriller,Tobias,Smith,36
5056,277,2424,3.0,1428191712,You've Got Mail,1998,Comedy|Romance,Tobias,Smith,36
5057,277,2571,1.5,1428090663,Matrix,1999,Action|Sci-Fi|Thriller,Tobias,Smith,36
5058,277,2600,3.5,1427935083,eXistenZ,1999,Action|Sci-Fi|Thriller,Tobias,Smith,36
5059,277,2617,1.5,1428191340,Mummy,1999,Action|Adventure|Comedy|Fantasy|Horror|Thriller,Tobias,Smith,36
5060,277,2628,3.0,1428191063,Star Wars: Episode I - The Phantom Menace,1999,Action|Adventure|Sci-Fi,Tobias,Smith,36
5061,277,2640,2.0,1428191406,Superman,1978,Action|Adventure|Sci-Fi,Tobias,Smith,36
5062,277,2641,2.0,1428192051,Superman II,1980,Action|Sci-Fi,Tobias,Smith,36
